"","Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Custom.Subfamily","Tribe","Genus.Group","Subtribe","Genus","Species.Group","Subgenus","Species","Subspecies","Coarse_STE","Coarse_STE_rank"
"283","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Lepidoptera","ZZZ","ZZZ","Pyraloidea","Crambidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Crambidae","Family"
"284","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Eucarida","Decapoda","Pleocyemata","Caridea","Crangonoidea","Crangonidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Crangon","ZZZ","ZZZ","ZZZ","ZZZ","Crangon","Genus"
"285","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Peracarida","Amphipoda","Gammaridea","ZZZ","ZZZ","Crangonyctidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Crangonyctidae","Family"
"286","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Peracarida","Amphipoda","Gammaridea","ZZZ","ZZZ","Crangonyctidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Crangonyx","ZZZ","ZZZ","ZZZ","ZZZ","Crangonyx","Genus"
"287","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Anacaenini","ZZZ","ZZZ","Crenitis","ZZZ","ZZZ","ZZZ","ZZZ","Crenitis","Genus"
"288","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Cricotopus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"289","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Cricotopus","ZZZ","Cricotopus","ZZZ","ZZZ","Chironomidae","Family"
"290","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Cricotopus","Cricotopus Bicinctus Group","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"291","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Cricotopus","Cricotopus Trifascia Group","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"292","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Dicosmoecinae","ZZZ","ZZZ","ZZZ","ZZZ","Cryptochia","ZZZ","ZZZ","ZZZ","ZZZ","Cryptochia","Genus"
"293","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Cryptochironomus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"294","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","Limoniinae","ZZZ","Eriopterini","ZZZ","ZZZ","Cryptolabis","ZZZ","ZZZ","ZZZ","ZZZ","Cryptolabis","Genus"
"295","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Cryptotendipes","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"296","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","Culicinae","ZZZ","Culicini","ZZZ","ZZZ","Culex","ZZZ","ZZZ","ZZZ","ZZZ","Culex","Genus"
"297","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","Culicinae","ZZZ","Culicini","ZZZ","ZZZ","Culex","ZZZ","ZZZ","pipiens","ZZZ","Culex pipiens","Species"
"298","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Culicidae","Family"
"299","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Ceratopogonidae","Ceratopogoninae","ZZZ","Culicoidini","ZZZ","ZZZ","Culicoides","ZZZ","ZZZ","ZZZ","ZZZ","Culicoides","Genus"
"300","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Culicidae","Culicinae","ZZZ","Culicini","ZZZ","ZZZ","Culiseta","ZZZ","ZZZ","ZZZ","ZZZ","Culiseta","Genus"
"301","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Diplocladius","ZZZ","ZZZ","cultriger","ZZZ","Chironomidae","Family"
"303","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Cucujiformia","Curculionoidea","Curculionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Curculionidae","Family"
"304","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Cylloepus","ZZZ","ZZZ","ZZZ","ZZZ","Cylloepus","Genus"
"305","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Staphyliniformia","Hydrophiloidea","Hydrophilidae","Hydrophilinae","ZZZ","Hydrophilini","ZZZ","ZZZ","Cymbiodyta","ZZZ","ZZZ","ZZZ","ZZZ","Cymbiodyta","Genus"
"306","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Polycentropodidae","Polycentropodinae","ZZZ","ZZZ","ZZZ","ZZZ","Cyrnellus","ZZZ","ZZZ","ZZZ","ZZZ","Cyrnellus","Genus"
"307","Annelida","ZZZ","ZZZ","Clitellata","Hirudinea","Euhirudinea","ZZZ","Rhynchobdellida","ZZZ","ZZZ","ZZZ","Piscicolidae","Piscicolinae","ZZZ","ZZZ","ZZZ","ZZZ","Cystobranchus","ZZZ","ZZZ","salmositicus","ZZZ","Cystobranchus salmositicus","Species"
"308","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","Limoniinae","ZZZ","Hexatomini","ZZZ","ZZZ","Dactylolabis","ZZZ","ZZZ","ZZZ","ZZZ","Dactylolabis","Genus"
"309","Arthropoda","Crustacea","ZZZ","Branchiopoda","Phyllopoda","ZZZ","ZZZ","Diplostraca","Cladocera","Anomopoda","ZZZ","Daphniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Daphnia","ZZZ","ZZZ","ZZZ","ZZZ","Daphnia","Genus"
"310","Arthropoda","Crustacea","ZZZ","Branchiopoda","Phyllopoda","ZZZ","ZZZ","Diplostraca","Cladocera","Anomopoda","ZZZ","Daphniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Daphniidae","Family"
"311","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Ceratopogonidae","Dasyheleinae","ZZZ","ZZZ","ZZZ","ZZZ","Dasyhelea","ZZZ","ZZZ","ZZZ","ZZZ","Dasyhelea","Genus"
"312","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Ceratopogonidae","Dasyheleinae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dasyheleinae","Subfamily"
"313","Arthropoda","Crustacea","ZZZ","Malacostraca","Eumalacostraca","ZZZ","Eucarida","Decapoda","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Decapoda","Order"
"314","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Tanypodinae","ZZZ","Macropelopiini","ZZZ","ZZZ","Macropelopia","ZZZ","ZZZ","decedens","ZZZ","Chironomidae","Family"
"315","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Demeijerea","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"316","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Robackia","ZZZ","ZZZ","demeijerei","ZZZ","Chironomidae","Family"
"317","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Demicryptochironomus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"318","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Naididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dero","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"319","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","Hydroporinae","ZZZ","Hydroporini","ZZZ","ZZZ","Deronectes","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"320","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Tanypodinae","ZZZ","ZZZ","ZZZ","ZZZ","Derotanypus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"321","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Euholognatha","ZZZ","ZZZ","Leuctridae","Leuctrinae","ZZZ","ZZZ","ZZZ","ZZZ","Despaxia","ZZZ","ZZZ","ZZZ","ZZZ","Despaxia","Genus"
"323","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Blephariceromorpha","ZZZ","Deuterophlebiidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Deuterophlebia","ZZZ","ZZZ","ZZZ","ZZZ","Deuterophlebia","Genus"
"324","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Diamesinae","ZZZ","Diamesini","ZZZ","ZZZ","Diamesa","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"325","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Diamesinae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"326","Mollusca","ZZZ","ZZZ","Gastropoda","Opisthobranchia","ZZZ","ZZZ","Nudibranchia","ZZZ","ZZZ","ZZZ","Facelinidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dicata","ZZZ","ZZZ","ZZZ","ZZZ","Facelinidae","Family"
"327","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Dicosmoecinae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dicosmoecinae","Subfamily"
"329","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Chloropidae","Oscinellinae","ZZZ","ZZZ","ZZZ","ZZZ","Dicraeus","ZZZ","ZZZ","ZZZ","ZZZ","Dicraeus","Genus"
"330","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","Limoniinae","ZZZ","ZZZ","ZZZ","ZZZ","Dicranomyia","ZZZ","ZZZ","ZZZ","ZZZ","Dicranomyia","Genus"
"331","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limnophilinae","ZZZ","ZZZ","ZZZ","ZZZ","Dicranophragma","ZZZ","ZZZ","ZZZ","ZZZ","Dicranophragma","Genus"
"332","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Psephenidae","Eubriinae","ZZZ","ZZZ","ZZZ","ZZZ","Dicranopselaphus","ZZZ","ZZZ","ZZZ","ZZZ","Dicranopselaphus","Genus"
"334","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Asilidae","Dasypogoninae","ZZZ","Stenopogonini","ZZZ","ZZZ","Dicranus","ZZZ","ZZZ","ZZZ","ZZZ","Dicranus","Genus"
"335","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Dicrotendipes","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"337","Annelida","ZZZ","ZZZ","Clitellata","Hirudinea","Euhirudinea","ZZZ","Arhynchobdellida","Erpobdelliformes","ZZZ","ZZZ","Erpobdellidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dina","ZZZ","ZZZ","ZZZ","ZZZ","Dina","Genus"
"338","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Pisciforma","ZZZ","ZZZ","Baetidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Diphetor","ZZZ","ZZZ","ZZZ","ZZZ","Diphetor","Genus"
"340","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Hydropsychoidea","Hydropsychidae","Diplectroninae","ZZZ","ZZZ","ZZZ","ZZZ","Diplex","ZZZ","ZZZ","ZZZ","ZZZ","Diplex","Genus"
"341","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Diplocladius","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
"342","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Perlodidae","Perlodinae","ZZZ","Diploperlini","ZZZ","ZZZ","Diploperla","ZZZ","ZZZ","ZZZ","ZZZ","Diploperla","Genus"
"343","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Diptera","Order"
"344","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Limnephilinae","ZZZ","Stenophylacini","ZZZ","ZZZ","Clostoeca","ZZZ","ZZZ","disjuncta","ZZZ","Clostoeca","Genus"
"345","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Plecoptera","Systellognatha","ZZZ","ZZZ","Perlodidae","Perlodinae","ZZZ","Perlodini","ZZZ","ZZZ","Diura","ZZZ","ZZZ","ZZZ","ZZZ","Diura","Genus"
"348","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Dixidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dixidae","Family"
"349","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Dolichopodidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dolichopodidae","Family"
"364","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Dryopidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dryopidae","Family"
"366","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Adephaga","ZZZ","ZZZ","Dytiscidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Dytiscidae","Family"
"367","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Dicosmoecinae","ZZZ","ZZZ","ZZZ","ZZZ","Ecclisocosmoecus","ZZZ","ZZZ","ZZZ","ZZZ","Ecclisocosmoecus","Genus"
"369","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Setisura","ZZZ","ZZZ","Heptageniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ecdyonurus","ZZZ","ZZZ","ZZZ","ZZZ","Ecdyonurus","Genus"
"370","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Ephemeroptera","Setisura","ZZZ","ZZZ","Heptageniidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ecdyonurus","ZZZ","ZZZ","criddlei","ZZZ","Ecdyonurus criddlei","Species"
"372","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Lumbriculida","ZZZ","ZZZ","ZZZ","Lumbriculidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Eclipidrilus","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"374","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Simuliidae","Simuliinae","ZZZ","Prosimuliini","ZZZ","ZZZ","Ectemnia","ZZZ","ZZZ","ZZZ","ZZZ","Simuliidae","Family"
"375","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Psephenidae","Eubriinae","ZZZ","ZZZ","ZZZ","ZZZ","Ectopria","ZZZ","ZZZ","ZZZ","ZZZ","Ectopria","Genus"
"376","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Trichoptera","ZZZ","ZZZ","Limnephiloidea","Limnephilidae","Pseudostenophylacinae","ZZZ","ZZZ","ZZZ","ZZZ","Pseudostenophylax","ZZZ","ZZZ","edwardsi","ZZZ","Pseudostenophylax","Genus"
"377","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Rheocricotopus","ZZZ","ZZZ","effusus","ZZZ","Chironomidae","Family"
"378","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Lumbriculida","ZZZ","ZZZ","ZZZ","Lumbriculidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Eiseniella","ZZZ","ZZZ","tetraedra","ZZZ","Oligochaeta","Subclass"
"379","Mollusca","ZZZ","ZZZ","Gastropoda","ZZZ","ZZZ","ZZZ","Neotaenioglossa","ZZZ","ZZZ","ZZZ","Pleuroceridae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elimia","ZZZ","ZZZ","ZZZ","ZZZ","Pleuroceridae","Family"
"380","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","ZZZ","Tipulidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Ellipteroides","ZZZ","ZZZ","ZZZ","ZZZ","Ellipteroides","Genus"
"381","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elmidae","Family"
"382","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elmidae sp. AJF#01","ZZZ","Elmidae sp. AJF#01","Species"
"383","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elmidae sp. AJF#02","ZZZ","Elmidae sp. AJF#02","Species"
"384","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Byrrhoidea","Elmidae","Elminae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elminae","Subfamily"
"385","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Coleoptera","Polyphaga","Elateriformia","Scirtoidea","Scirtidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Elodes","ZZZ","ZZZ","ZZZ","ZZZ","Elodes","Genus"
"386","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limnophilinae","ZZZ","ZZZ","ZZZ","ZZZ","Eloeophila","ZZZ","ZZZ","ZZZ","ZZZ","Eloeophila","Genus"
"388","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Orthocladiinae","ZZZ","ZZZ","ZZZ","ZZZ","Rheocricotopus","ZZZ","ZZZ","eminellobus","ZZZ","Chironomidae","Family"
"389","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae","Family"
"390","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae Genus A","ZZZ","ZZZ","ZZZ","ZZZ","Empididae Genus A","Genus"
"391","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae Genus B","ZZZ","ZZZ","ZZZ","ZZZ","Empididae Genus B","Genus"
"392","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae sp. AJF#01","ZZZ","Empididae sp. AJF#01","Species"
"393","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae sp. AJF#02","ZZZ","Empididae sp. AJF#02","Species"
"394","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Brachycera","Muscomorpha","ZZZ","Empididae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Empididae sp. QNR#01","ZZZ","Empididae sp. QNR#01","Species"
"395","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Palaeoptera","ZZZ","Odonata","Zygoptera","ZZZ","ZZZ","Coenagrionidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Enallagma","ZZZ","ZZZ","ZZZ","ZZZ","Enallagma","Genus"
"396","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Enchytraeidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"397","Annelida","ZZZ","ZZZ","Clitellata","Oligochaeta","ZZZ","ZZZ","Haplotaxida","Tubificina","ZZZ","ZZZ","Enchytraeidae","ZZZ","ZZZ","ZZZ","ZZZ","ZZZ","Enchytraeus","ZZZ","ZZZ","ZZZ","ZZZ","Oligochaeta","Subclass"
"398","Arthropoda","Hexapoda","ZZZ","Insecta","Pterygota","Neoptera","ZZZ","Diptera","Nematocera","Culicomorpha","ZZZ","Chironomidae","Chironominae","ZZZ","Chironomini","ZZZ","ZZZ","Endochironomus","ZZZ","ZZZ","ZZZ","ZZZ","Chironomidae","Family"
